"Timestamp","5MMANGL6 - Qualité globale de l'enseignement :","5MMANGL6 - Qualité des supports de l'enseignement :","5MMANGL6 - Pertinence de l'enseignement dans le cursus:","5MMANGL6 - Commentaires:","5MMCPA - Ce cours faisait-il partie de tes options ?","5MMCPA - Qualité globale de l'enseignement :","5MMCPA - Qualité des supports de l'enseignement :","5MMCPA - Pertinence de l'enseignement dans le cursus:","5MMCPA - Commentaires:","5MMCTIF6 - Qualité globale de l'enseignement :","5MMCTIF6 - Qualité des supports de l'enseignement :","5MMCTIF6 - Pertinence de l'enseignement dans le cursus:","5MMCTIF6 - Commentaires:","5MMIM - Qualité globale de l'enseignement :","5MMIM - Qualité des supports de l'enseignement :","5MMIM - Pertinence de l'enseignement dans le cursus:","5MMIM - Commentaires:","5MMMDT - Ce cours faisait-il partie de tes options ?","5MMMDT - Qualité globale de l'enseignement :","5MMMDT - Qualité des supports de l'enseignement :","5MMMDT - Pertinence de l'enseignement dans le cursus:","5MMMDT - Commentaires:","5MMMMCF6 - Qualité globale de l'enseignement :","5MMMMCF6 - Qualité des supports de l'enseignement :","5MMMMCF6 - Pertinence de l'enseignement dans le cursus:","5MMMMCF6 - Commentaires:","5MMMNAF6 - Ce cours faisait-il partie de tes options ?","5MMMNAF6 - Qualité globale de l'enseignement :","5MMMNAF6 - Qualité des supports de l'enseignement :","5MMMNAF6 - Pertinence de l'enseignement dans le cursus:","5MMMNAF6 - Commentaires:","5MMPDAC6 - Ce cours faisait-il partie de tes options ?","5MMPDAC6 - Qualité globale de l'enseignement :","5MMPDAC6 - Qualité des supports de l'enseignement :","5MMPDAC6 - Pertinence de l'enseignement dans le cursus:","5MMPDAC6 - Commentaires:","5MMPEPS4 - Qualité globale de l'enseignement :","5MMPEPS4 - Qualité des supports de l'enseignement :","5MMPEPS4 - Pertinence de l'enseignement dans le cursus:","5MMPEPS4 - Commentaires:","5MMPFTC6 - Qualité globale de l'enseignement :","5MMPFTC6 - Qualité des supports de l'enseignement :","5MMPFTC6 - Pertinence de l'enseignement dans le cursus:","5MMPFTC6 - Commentaires:","5MMPMP6 - Qualité globale de l'enseignement :","5MMPMP6 - Qualité des supports de l'enseignement :","5MMPMP6 - Pertinence de l'enseignement dans le cursus:","5MMPMP6 - Commentaires:","5MMREX - Ce cours faisait-il partie de tes options ?","5MMREX - Qualité globale de l'enseignement :","5MMREX - Qualité des supports de l'enseignement :","5MMREX - Pertinence de l'enseignement dans le cursus:","5MMREX - Commentaires:","5MMSIC - Qualité globale de l'enseignement :","5MMSIC - Qualité des supports de l'enseignement :","5MMSIC - Pertinence de l'enseignement dans le cursus:","5MMSIC - Commentaires:","5MMSTAG - Ce cours faisait-il partie de tes options ?","5MMSTAG - Qualité globale de l'enseignement :","5MMSTAG - Qualité des supports de l'enseignement :","5MMSTAG - Pertinence de l'enseignement dans le cursus:","5MMSTAG - Commentaires:","WMMF9M10 - Qualité globale de l'enseignement :","WMMF9M10 - Qualité des supports de l'enseignement :","WMMF9M10 - Pertinence de l'enseignement dans le cursus:","WMMF9M10 - Commentaires:","WMMF9M11 - Qualité globale de l'enseignement :","WMMF9M11 - Qualité des supports de l'enseignement :","WMMF9M11 - Pertinence de l'enseignement dans le cursus:","WMMF9M11 - Commentaires:","WMMF9M20 - Qualité globale de l'enseignement :","WMMF9M20 - Qualité des supports de l'enseignement :","WMMF9M20 - Pertinence de l'enseignement dans le cursus:","WMMF9M20 - Commentaires:","WMMF9M21 - Qualité globale de l'enseignement :","WMMF9M21 - Qualité des supports de l'enseignement :","WMMF9M21 - Pertinence de l'enseignement dans le cursus:","WMMF9M21 - Commentaires:","WMMF9M30 - Qualité globale de l'enseignement :","WMMF9M30 - Qualité des supports de l'enseignement :","WMMF9M30 - Pertinence de l'enseignement dans le cursus:","WMMF9M30 - Commentaires:","WMMF9M31 - Qualité globale de l'enseignement :","WMMF9M31 - Qualité des supports de l'enseignement :","WMMF9M31 - Pertinence de l'enseignement dans le cursus:","WMMF9M31 - Commentaires:","WMMFMA10 - Ce cours faisait-il partie de tes options ?","WMMFMA10 - Qualité globale de l'enseignement :","WMMFMA10 - Qualité des supports de l'enseignement :","WMMFMA10 - Pertinence de l'enseignement dans le cursus:","WMMFMA10 - Commentaires:","WMMFMA11 - Ce cours faisait-il partie de tes options ?","WMMFMA11 - Qualité globale de l'enseignement :","WMMFMA11 - Qualité des supports de l'enseignement :","WMMFMA11 - Pertinence de l'enseignement dans le cursus:","WMMFMA11 - Commentaires:","WMMFMA20 - Ce cours faisait-il partie de tes options ?","WMMFMA20 - Qualité globale de l'enseignement :","WMMFMA20 - Qualité des supports de l'enseignement :","WMMFMA20 - Pertinence de l'enseignement dans le cursus:","WMMFMA20 - Commentaires:","WMMFMA21 - Ce cours faisait-il partie de tes options ?","WMMFMA21 - Qualité globale de l'enseignement :","WMMFMA21 - Qualité des supports de l'enseignement :","WMMFMA21 - Pertinence de l'enseignement dans le cursus:","WMMFMA21 - Commentaires:","WMMFMA22 - Ce cours faisait-il partie de tes options ?","WMMFMA22 - Qualité globale de l'enseignement :","WMMFMA22 - Qualité des supports de l'enseignement :","WMMFMA22 - Pertinence de l'enseignement dans le cursus:","WMMFMA22 - Commentaires:","WMMFMB10 - Ce cours faisait-il partie de tes options ?","WMMFMB10 - Qualité globale de l'enseignement :","WMMFMB10 - Qualité des supports de l'enseignement :","WMMFMB10 - Pertinence de l'enseignement dans le cursus:","WMMFMB10 - Commentaires:","WMMFMB11 - Ce cours faisait-il partie de tes options ?","WMMFMB11 - Qualité globale de l'enseignement :","WMMFMB11 - Qualité des supports de l'enseignement :","WMMFMB11 - Pertinence de l'enseignement dans le cursus:","WMMFMB11 - Commentaires:","WMMFMB12 - Ce cours faisait-il partie de tes options ?","WMMFMB12 - Qualité globale de l'enseignement :","WMMFMB12 - Qualité des supports de l'enseignement :","WMMFMB12 - Pertinence de l'enseignement dans le cursus:","WMMFMB12 - Commentaires:","WMMFMB20 - Ce cours faisait-il partie de tes options ?","WMMFMB20 - Qualité globale de l'enseignement :","WMMFMB20 - Qualité des supports de l'enseignement :","WMMFMB20 - Pertinence de l'enseignement dans le cursus:","WMMFMB20 - Commentaires:","WMMFMB21 - Ce cours faisait-il partie de tes options ?","WMMFMB21 - Qualité globale de l'enseignement :","WMMFMB21 - Qualité des supports de l'enseignement :","WMMFMB21 - Pertinence de l'enseignement dans le cursus:","WMMFMB21 - Commentaires:","5MMALL6 - Ce cours faisait-il partie de tes options ?","5MMALL6 - Qualité globale de l'enseignement :","5MMALL6 - Qualité des supports de l'enseignement :","5MMALL6 - Pertinence de l'enseignement dans le cursus:","5MMALL6 - Commentaires:","5MMAPSA - Ce cours faisait-il partie de tes options ?","5MMAPSA - Qualité globale de l'enseignement :","5MMAPSA - Qualité des supports de l'enseignement :","5MMAPSA - Pertinence de l'enseignement dans le cursus:","5MMAPSA - Commentaires:","5MMDROI6 - Ce cours faisait-il partie de tes options ?","5MMDROI6 - Qualité globale de l'enseignement :","5MMDROI6 - Qualité des supports de l'enseignement :","5MMDROI6 - Pertinence de l'enseignement dans le cursus:","5MMDROI6 - Commentaires:","5MMEPOL6 - Ce cours faisait-il partie de tes options ?","5MMEPOL6 - Qualité globale de l'enseignement :","5MMEPOL6 - Qualité des supports de l'enseignement :","5MMEPOL6 - Pertinence de l'enseignement dans le cursus:","5MMEPOL6 - Commentaires:","5MMSANG - Ce cours faisait-il partie de tes options ?","5MMSANG - Qualité globale de l'enseignement :","5MMSANG - Qualité des supports de l'enseignement :","5MMSANG - Pertinence de l'enseignement dans le cursus:","5MMSANG - Commentaires:","5MMTAND - Ce cours faisait-il partie de tes options ?","5MMTAND - Qualité globale de l'enseignement :","5MMTAND - Qualité des supports de l'enseignement :","5MMTAND - Pertinence de l'enseignement dans le cursus:","5MMTAND - Commentaires:","3AIF - Le semestre passé a-t-il globalement correspondu à tes attentes ?","3AIF - Les différents modules sont bien équilibrés.","3AIF - Commentaires:"
"2017/03/06 8:02:29 pm EET","3","5","3","","Non","","","","","5","5","5","","1","3","1","","Oui","6","6","6","","4","4","5","","Oui","3","3","4","","Non","","","","","5","5","6","","5","2","6","","5","5","5","","Non","","","","","5","5","1","","Oui","5","5","5","","3","3","6","","5","5","5","","5","2","5","","1","1","1","Ne se prononce pas car n'a pu assister a aucun cours à cause du football obligatoire le jeudi après-midi. Se demande comment il va tout rattraper. Se demande comment il aurait pu faire pour se dédoubler toutes les semaines a la fois sur le terrain et en amphi....","5","5","5","","5","5","6","","Oui","5","5","5","","Oui","4","2","3","","Oui","5","5","3","","Oui","5","5","5","","Oui","5","5","6","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Oui","5","1","5","","Oui","5","1","3","Ne sait pas s'il aurait du prendre sport obligatoire vu que cours obligatoire et match se chevauchent tous les jeudis....","Non","","","","","Non","","","","","Non","","","","","Non","","","","","4","4",""
"2017/03/06 8:16:58 pm EET","5","4","4","","Non","","","","","6","5","6","","1","2","1","Répétitif par rapport à d'autres cours, professeurs peu motivant, beaucoup de travail en comparaison avec des matières scientifiques, cours en amphi ennuyeux, cours placés le jeudi après midi en même temps que les cours de sport.","Oui","6","3","6","Pas de corrigés des exercices sur Chamilo","6","6","6","Le format 1h30 de cours / 1h30 de TP est très bien ","Oui","4","6","6","Première partie du cours très bien avec des exercices corrigés sur Chamilo.","Non","","","","","6","5","6","","6","3","6","","6","6","6","","Non","","","","","2","3","1","Cours de culture générale sur la sécurité, ce cours serait plus approprié en première année plutôt qu'en 3A IF","Oui","6","6","6","","6","6","6","","6","6","6","","4","4","6","Le cours était peu cadré et très dense.
Les explications ont été souvent vagues, on se perd dans les explications pendant les cours. Difficile de suivre les explications 
TD très bons mais pas de retour sur ces TD qui sont pourtant notés ","6","6","6","Professeur passionnant 
Exercices corrigés sur Chamilo 
Excellent 
Seul problème : les cours avaient lieu le jeudi après midi en même temps que les matchs de sport","6","6","6","La fin du cours était un peu floue ","5","3","6","Peu d'exercices corrigés en classe, j'aurai aimé un peu plus de mise en pratique des connaissances, théorèmes, formules ... ","Oui","4","3","4","Première partie avec Monsieur Durand incompréhensible, évaluation inutile et incohérente il m'aurait suffi d'apprendre par coeur un corrigé (ce que j'aurai du faire au lieu d'essayer de comprendre) certaines personnes avaient la correction il leur a suffit de recopier, cours ennuyeux et sans explication. Une perte de temps le lundi matin.
Deuxième partie beaucoup mieux","Oui","5","5","6","Difficile de s'y intéresser au début mais une fois le TP démarré tout a pris plus de sens","Oui","6","6","6","","Oui","6","6","6","Cours difficile, très théorique
Quelques exercices corrigés ","Oui","4","2","6","Cours très difficile 
Beaucoup de travail avec les TD et paradoxalement aucun retour sur ces TD. C'est décevant et difficile de fournir autant de travail pour n'avoir aucun retour","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Oui","6","6","6","Génial
Pouvoir pratiquer mon sport durant les trois années d'école avec la construction d'une équipe sur les trois ans, ce fut une superbe expérience collective","Non","","","","","Oui","4","5","5","Contenu intéressant mais un peu répétitif ","Non","","","","","Non","","","","","5","5","Année difficile, la dernière semaine de partiels va être dure"
"2017/03/06 8:32:40 pm EET","2","2","2","Un peu de Français sera parfait pour comprendre pour l'anglais","Non","","","","","2","2","2","Plus d'informatique serait idéal pour compenser la financer","1","1","1","Quelle innovation ? ","Oui","2","2","6","Mettre en évidence le lien avec le PEPS afin de comprendre mieux l'intérêt du cours, écrire plus grand","2","2","5","Nécessité d'un polycopié pour récapituler les notes de cours ","Oui","3","3","5","1ére partie parfaite mais la deuxième partie je ne le sens pas trop ","Non","","","","","2","1","2","Mr. Mnacho a été un très bon encadrant. Mr. Cotet a porté pas mal de soutien pour l'implémentation des EDP stochastiques ","4","1","6","Les notes toujours en attente ","2","1","5","","Non","","","","","1","1","1","Aucun intérêt pour la filière déjà très chargée ","Oui","1","1","6","Rien à dire","3","3","3","","1","1","1","Comment était effectuée la notation ?","6","6","6","Amazing !","6","6","6","Amazing too !","4","5","2","Une partie de présentation déjà connue par la majorité des étudiants.
Des modèles trop théoriques, pas d'intérêts pratique malheureusement ","6","6","6","Un enseignement charismatique et très intéressant ","Oui","6","6","6","ARMA-GARCH solution pour tout  ","Oui","6","6","6","Encadrement parfait tout au long du projet ","Oui","6","6","6","Les notes s'il vous plait ?","Oui","2","2","2","Trop de similitude avec les autres cours, pas de retours sur les exercices malheureusement.
Horaires qui changent beaucoup.
Pas de cours toutes les semaines ce qui fait qu'on perd le fil 
Des modèles très léger par rapport à ce qui est vraiment utilisé en pratique
","Oui","6","6","6","Très bon enseignement de la part de Mr. Guiol","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Oui","6","6","6","
Le verlan serait une bonne langue pour comprendre les racailles ","Oui","6","6","6","Des sports de voiture serait une option en plus (Formula 1 ou même Formula 2 si pas les moyens) ","Oui","6","6","6","Sujet trop loin de la filière ","Non","","","","","Non","","","","","Oui","1","1","1","Mon binôme martien ne s'est pas adapté à notre rythme de vie (éviter les martiens) ","5","5","D'autres écoles très peu compétentes dans ce domaine arrivent à nous faire concurrencer car ils disposent d'un bagage pratique (Trading stratégies, notions sur les différents produits financiers, actualité) ce qui est dommage car ils sont nuls par rapport à nous. "
"2017/03/06 8:36:00 pm EET","5","4","2","Le cours devrait permettre de plus communiquer en langue étrangère afin de s'améliorer en profondeur sur les qualités linguistiques. 
Par ailleurs, ça serait plus facile de faire le cours en Français (synonymes et expressions). ","Non","","","","","4","4","3","Un bagage plus technique serait meilleur lors des conférences","1","2","1","L'importance du cours pour des IF reste très discutable, surtout au même moment que PMP. ","Oui","4","2","4","Ecrire plus grand les indices sinon on se perd. 
Un poly ne ferait pas de mal à personne. ","3","3","5","Un poly pour servir de modèle au cours écrit avec des approfondissements pas forcément nécessaires en plein cours","Oui","4","6","4","La première moitié super !
La deuxième, ça a l'air chauuuud ! ","Non","","","","","3","1","6","Bon projet pour apprendre des notions appliquées de la Finance. ","4","2","5","Les copies ont été corrigées svp ? ","4","3","4","","Non","","","","","6","6","6","Rien à dire !","Oui","5","2","4","","4","3","3","","1","1","1","Un détail des notes serait appréciable (TP + Exam) avec un petit retour.","6","6","6","On n'a pas vu beaucoup mieux !!","6","6","6","Une finance bien appliquée, super !! 
Keep cool avec les chemises !","5","4","4","La partie présentation est un peu trop longue (à diluer éventuellement).  ","6","6","6","Cours très dynamique","Oui","6","6","6","Duo M. Durand et M. Taramsco très intéressant avec deux approches bien différentes et constructives. ","Oui","6","6","6","ARMA GARCH c'est la vie ! ","Oui","5","5","5","Les notes svp :) ","Oui","3","3","4","Les horaires sont difficiles à suivre avec des changements au début des cours
Des corrigés des TDs serait sympa ;) 
La matière est difficile ! Elle est bien mais c'est chaud de faire l'algo de LangueSaftat","Oui","6","6","6","Un plaisir d'assister au cours de M. Guiol. Bien présenté et tout","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Oui","3","3","3","Le Grec ancien serait bien à apprendre car c'est l'avenir. ","Oui","6","6","6","Le quidditch (Harry Potter) ça serait trop stylé. ","Non","","","","","Oui","6","6","6","On apprend beaucoup de choses économiques. Très bon bond en culture Générale
Donner des indications sur le sujet c'est super. ","Non","","","","","Non","","","","","5","4","Le niveau est très bien, on apprend beaucoup de choses en 3A (à intensifier dès la 2A pour avoir des stages bien formateurs qui ouvrent des portes en 3A). 
Une approche plus appliquée de la Finance serait super car ça nous servirait à mieux nous vendre aux débuts de la vie professionnelle. 
Notre culture Financière n'est pas assez développée ce qui est dommageable. 
Par ailleurs, plus généralement l'école devrait mettre plus en avant la filière IF et ses mérites pour concurrencer les ""parisiennes"". 
Des métiers Financiers (trading, asset management, Structuring...) nous sont impossibles à cause de lacunes qu'on peut facilement palier par des modules appliqués."
"2017/03/06 9:10:17 pm EET","4","4","6","","Non","","","","","6","6","6","Pertinent, nous permet de penser à nos stages","3","3","1","Cette matière est une perte de temps, nous n'avions clairement pas assez de temps à y consacrer en IF","Oui","5","5","6","Il serait bien d'avoir des corrections des exercices","5","6","5","Il serait bien d'avoir des corrections pour les TP","Oui","4","6","5","","Non","","","","","5","5","6","","4","4","6","","6","6","6","Projet très formateur et les profs sont là pour répondre aux questions et nous donner des pistes, j'y ai appris beaucoup de choses","Non","","","","","5","4","3","","Oui","6","6","6","","6","6","6","","5","5","6","","3","4","6","","6","6","6","","6","5","4","","4","5","6","","Oui","3","3","2","Je ne trouve pas que cette matière soit pertinente, toutes les implémentations, notamment celle du gradient, ne sont pas corrigées, ce qui fait que si on ne les réussit pas avant le partiel, on n'y arrive pas au partiel. De plus, le partiel est une pure restitution telle qu'elle de ce qui a été fait en TP, ce qui n'est pas pertinent","Oui","5","5","4","","Oui","6","6","5","","Oui","5","5","5","","Oui","5","5","6","Il est très dommage de ne pas avoir de retour ou correction sur les exercices cherchés à la maison","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Oui","5","5","5","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","4","5","Encore une fois je trouve cela vraiment dommage que nous n'ayons pas les corrections des exercices proposés dans certaines matières, c'est pourtant cela qui me permet personnellement de progresser "
"2017/03/06 10:06:38 pm EET","4","5","5","","Non","","","","","4","4","5","","1","2","1","Sur la pertinence dans le cursus, cette matière fait absolument doublon avec le Management de l'Innovation de première année, puis la créativité et enfin avec l'option CECA, je n'ai rien appris de plus que dans ces matières qui se complètent déjà parfaitement. Sur la qualité de l'enseignement, tous les points sont abordés uniquement en surface, on ne connaît même pas les critères qui définissent un bon projet... Cette matière devrait plutôt être proposée en option, où en tout cas pas en 3A (encore moins 3A IF où la matière se perd au milieu de nos 90 crédits ECTS à valider en 7 mois et d'une masse de travail importante dans des matières scientifiques avancées). J'ai malheureusement le sentiment d'avoir perdu du temps avec cette matière, ce qui ne m'est jamais arrivé auparavant dans mon cursus.","Oui","6","5","6","","6","5","6","Il est dommage de n'être évalué que sur un examen ""papier"" alors que la moitié des cours corresond à des TP (et que la matière se prête bien à un examen de TP)","Oui","5","5","6","","Non","","","","","4","4","6","L'absence totale de cahier des charges, même succint, est un peu étrange, mais c'est un des projets les plus intéressants du cursus","6","4","6","L'examen n'évaluait pas vraiment la compréhension des principes du cours et l'aisance avec la manipulation des concepts un peu plus complexes de fin de cours...","6","6","6","Le projet est utile tout au long de l'année et le sujet sert de référence pour la compréhension dans beaucoup d'autres matières","Non","","","","","4","2","2","Le sujet est intéressant mais j'ai du mal à voir comment il peut m'être directement utile. L'examen est très éloigné de la fin des cours de cette matière","Oui","6","6","6","","6","6","6","","6","6","6","","5","2","5","Cours très intéressant, mais difficile à saisir dans son ensemble, les polys de cours sont très long et la part de théorie est dure à déceler","6","5","4","","6","5","6","","6","6","6","","Oui","3","3","5","Aucun groupe n'a vraiment fini ce qu'il y avait à programmer dans les temps avant le partiel, le volume est important mais c'est assez dur de partir.","Oui","4","4","6","Contenu très intéressant mais on ne sait pas vraiment comment traiter le TP qui est pourtant la seule évaluation de la matière.","Oui","4","4","5","","Oui","4","5","6","","Oui","6","6","6","Très utile pour comprendre le calcul stochastique, les feuilles d'exercices à rendre permettent de bien maîtriser les concepts","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Oui","6","6","5","","Non","","","","","Non","","","","","6","5","La répartition entre MeQa et I2MF est un peu étrange, par exemple, peu de i2mf arrivent vraiment à suivre GDRF qui est plus compréhensible après avoir suivi FMCS, la matière sur la gestion de portefeuille serait intéressante pour les MeQa aussi."
"2017/03/07 12:02:15 am EET","2","2","3","Problème plus liée à l'enseignante qu'à l'enseignement en soi.","Oui","5","5","5","","4","5","5","","2","4","2","Cours déjà fait en 1ère et 2ème année","Non","","","","","5","5","5","","Non","","","","","Oui","4","4","4","","5","5","5","","4","4","5","","5","5","5","","Non","","","","","2","3","3","","Oui","5","5","5","","5","5","4","","5","5","5","","3","3","3","","3","3","3","","4","4","4","","4","4","5","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Oui","4","4","3","","Oui","4","4","4","","Oui","5","5","4","","Oui","6","6","5","","Oui","5","5","4","","Non","","","","","Oui","4","4","4","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","5","5",""
"2017/03/07 3:17:12 pm EET","5","3","6","Concernant la qualité des supports de l'enseignement certain cours proposent des polycopiés très bien fait et les cours reste plein. Certain cours ne proposent pas de poly et manque de structuration. Et il y n'y a aucune correlation entre la presence en cours et l'existence d'un poly au contraire un poly permet de mieux adherer au cours orale ","Non","","","","","2","2","4","","1","1","1","","Oui","5","5","6","Le cours est clair et mis en pratique dans le peps. Dommage qu'il n'y est pas de poly","5","4","6","Pas assez de TD pour les partie théoriques. Des cours à 8h alors que toute le premier semestre est à 9h. Le rythme scolaire devrait etre stable dans l'année c'est important pour les organismes. Mais très bon cours comme même","Oui","4","3","6","","Non","","","","","6","6","6","","4","3","5","","5","5","5","","Non","","","","","1","1","1","","Oui","6","6","6","","5","5","5","","4","4","4","","4","3","5","","4","3","5","","4","2","5","","5","5","5","","Oui","3","2","5","","Oui","3","5","5","","Oui","5","5","5","","Oui","4","3","5","Meme remarque sur le rythme scolaires. Pourquoi 8h ? Et en plus on a pas le droit de venir à 9h 45 ? ","Oui","6","6","6","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Oui","3","3","4","Trop de differences entre les fillières. Un cours trop repétitif","Non","","","","","Non","","","","","5","5","Des enseignements de qualité mais le problème de rythme scolaire est un problème important à prendre en compte. "
"2017/03/07 3:44:17 pm EET","5","4","4","","Oui","4","4","2","","4","4","2","","3","4","1","Juste un mélange des cours de CECA, de management de l'innovation et de créativité. Rien de nouveau , juste des heures encombrantes dans la semaine","Non","","","","","5","4","6","","Non","","","","","Oui","5","4","5","Bien encadré, cependant la semaine de projet a paru trop juste pour bien finaliser le projet","5","5","6","","5","4","6","","5","5","6","","Non","","","","","5","6","3","","Oui","6","4","6","","5","5","6","","5","5","4","","5","5","6","","5","4","5","","5","5","6","","6","4","6","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Oui","5","4","4","","Oui","5","5","5","","Oui","5","6","6","","Oui","6","5","3","Très bon cours mais on a du mal a voir le rapport avec la finance","Oui","5","6","5","","Non","","","","","Non","","","","","Oui","3","3","1","Ne peut pas évaluer, n'est allé qu'au partiel","Non","","","","","Non","","","","","Non","","","","","4","2","Certains cours reservé seulement aux I2MF ( gestion alternative et choix de portefeuille en particulier ) auraient pu être intéressants pour les MEQA et certaines matières MEQA ( marché de taux par exemple ) auraient pu etre intéressant pour les I2MF"
"2017/03/07 4:05:41 pm EET","1","1","2","J'ai suivi le cours d'anthropologie, cela s'est résumé à des exposés faits par les élèves. Très peu interactif et malheureusement, lorsqu'on a déjà des notions, on apprend pas grand chose .... 
Il faudrait clairement avoir un vrai cours construit, ou à la limite des débats en continu... ","Non","","","","","5","5","5","Conférences intéressantes et aide un peu dans l'orientation donc c'est un cours bénéfique (sauf Wolfram Alpha)","1","1","1","Complétement redondant avec le cours de 1A. 
Le pitch à la fin était la preuve que pas grand monde n'était emballé par cette matière (les projets étaient peu innovants et très coûteux). 

Un cours type CECA bis pourrait être beaucoup plus pertinent","Oui","5","5","6","Bon cours, bien enseigné, complet. 
Remarque : Il aurait pu être intéressant d'avoir un poly en plus avec des exos corrigés car on a pas beaucoup d'exos et on ne sait pas à quoi s'attendre. 

Avantage : Indispensable pour le PEPS","3","6","6","S'il vous plait, arrêtez de mettre des cours à 8h... 
On peut se permettre de finir à 22h, mais le matin c'est super dur d'être opérationnel","Oui","6","6","6","Excellent prof, les polys sont trop bien, on a des exos corrigés, le TP 1 était super intéressant.","Non","","","","","5","4","6","Projet en complète autonomie, permet de comprendre pleins de choses et mettre en application pleins de cours. 

Dommage qu'on ait pas eu de retour sur notre rendu intermédiaire, même après avoir demandé ... ","5","6","6","Permet d'aborder les raisonnements finance. Très bien pour les entretiens car on retrouve très vite les résultats de base. 
Dommage que le partiel n'ait pas vraiment évalué la matière cette année ( premier exo de TF, deuxième exo de ??? sup/spé + un peu PFTC )","5","6","6","Compliqué vu que ce projet est au début de l'année d'aborder la partie de test. Néanmoins c'est indispensable d'avoir acquis ce projet et malgré la difficulté au début, c'est une excellente expérience","Non","","","","","5","3","1","Cours de culture Gé TRÈS TRÈS TRÈS dense ... ","Oui","6","6","6","Indispensable, dommage qu'on incite pas plus les élèves à partir à l'étranger.","4","6","4","","3","6","5","Très intéressant pour la partie TP

Pour la partie cours, le format n'est pas vraiment adequat, pour comprendre il faut être devant l'ordi. 

Un poly détaillé plutôt que des slides pourrait être très pertinent.","6","6","6","Merci !!! Excellent (prof, cours, TPs)","3","3","6","Les slides ne sont pas supers, le cours est bien et indispensable. (Pourquoi ne pas le faire en 2A car largement accessible ? Marché Fi au 1er semestre et Finance international au second, on serait beaucoup plus prêts pour les entretiens type structuration. ","5","5","5","Projet orienté recherche, c'est intéressant. Le cours est très dense mais c'est indispensable. ","5","6","6","Très très bien, plus d'exos pourrait être intéressant","Oui","3","3","5","Très très dur au début, les supports ne sont pas suffisants pour bien démarrer dans le projet.
Mais une fois lancé c'est intéressant. 
En revanche, la deuxième partie du cours n'est vraiment pas intéressante... ","Oui","5","6","5","Cours très bien et projet pas évident mais très intéressant","Oui","6","6","6","RAS","Oui","4","4","6","Le cours est super dense, retards non tolérés (même 5mins et qqsoit la raison). 
Un cours de 3h raté prend le double à rattraper, vu le volume de travail général, ce n'est pas indispensable... 
Un peu plus de tolérance serait la bienvenue.","Oui","3","5","6","Pas de retour sur le travail rendu !!!!! On arrive au partiel sans connaître son niveau ...","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Non","","","","","Oui","6","6","4","Cours très intéressant !","Non","","","","","Non","","","","","4","5",""
